-0.00,-0.00,-0.00,-0.00,-0.00
-0.00,-0.00,-0.00,-0.00,-0.00
-0.00,-0.00,-0.00,-0.00,-0.00
-0.00,-0.00,-0.00,-0.00,-0.00
-0.00,-0.00,-0.00,-0.00,-0.00
0.03,0.03,0.43,-0.00,0.36
4.97,4.97,7.46,3.28,8.43
8.69,8.69,12.73,9.42,12.20
14.67,14.67,25.51,25.15,28.83
19.05,19.05,39.97,44.10,46.52
23.04,23.04,53.20,54.85,64.48
16.69,16.69,55.80,59.67,68.71
16.88,16.88,52.17,58.32,66.95
17.67,17.67,62.81,57.70,69.16
19.95,19.95,64.43,55.05,65.57
22.26,22.26,61.58,52.58,64.58
23.76,23.76,55.77,54.00,64.12
27.75,27.75,46.46,52.74,63.31
30.99,30.99,53.98,42.53,60.56
33.01,33.01,57.32,56.31,64.02
33.40,33.40,56.12,59.80,63.85
30.78,30.78,53.47,58.26,60.63
27.90,27.90,48.76,50.93,62.12
28.65,28.65,49.08,57.51,62.78
27.02,27.02,49.56,62.38,61.14
23.53,23.53,47.77,64.76,61.08
23.10,23.10,47.98,64.60,61.14
20.97,20.97,46.19,61.04,65.19
21.11,21.11,48.30,55.48,65.78
22.43,22.43,48.82,62.66,63.67
21.23,21.23,46.64,61.58,64.27
21.27,21.27,46.36,55.49,59.76
22.59,22.59,46.76,49.63,66.33
20.53,20.53,46.66,43.51,64.64
20.55,20.55,45.34,32.43,63.53
22.33,22.33,46.26,22.07,64.96
23.17,23.17,46.86,30.31,66.02
21.52,21.52,46.95,37.80,64.11
15.69,15.69,51.95,46.70,61.76
12.05,12.05,59.95,55.72,64.74
9.32,9.32,68.02,65.24,65.39
12.19,12.19,70.41,66.63,61.68
15.03,15.03,74.64,67.60,63.38
18.57,18.57,74.15,68.01,62.25
21.19,21.19,72.08,66.94,62.39
20.86,20.86,72.39,67.32,61.39
17.50,17.50,70.86,69.12,63.65
13.35,13.35,70.02,69.19,61.75
13.08,13.08,67.93,68.96,63.12
11.91,11.91,65.33,69.17,63.15
15.43,15.43,65.78,67.89,63.98
14.99,14.99,62.48,67.73,62.77
14.25,14.25,62.17,66.74,65.58
14.65,14.65,57.11,63.22,65.46
17.21,17.21,53.97,52.43,61.48
18.78,18.78,51.04,39.18,59.86
20.37,20.37,49.90,35.62,60.72
21.67,21.67,49.45,32.07,58.40
22.74,22.74,48.68,34.89,57.01
25.19,25.19,48.40,30.69,55.07
26.76,26.76,47.99,32.58,53.25
27.59,27.59,48.21,32.37,52.74
26.87,26.87,47.24,31.67,52.28
27.38,27.38,45.69,26.73,52.28
27.00,27.00,45.99,26.56,52.24
30.75,30.75,45.26,26.78,51.97
29.57,29.57,44.99,25.22,49.37
25.09,25.09,49.10,21.82,43.57
11.70,11.70,50.94,20.74,33.65
7.02,7.02,68.95,18.21,29.34
11.65,11.65,70.23,10.17,26.45
13.82,13.82,70.09,14.38,30.30
9.00,9.00,67.52,20.49,33.95
8.22,8.22,64.78,24.31,29.88
8.18,8.18,64.41,30.87,32.18
9.38,9.38,61.82,25.30,28.95
13.70,13.70,59.62,25.99,30.81
18.69,18.69,56.87,29.80,33.09
23.22,23.22,53.42,29.41,32.61
26.91,26.91,50.36,27.29,35.55
28.87,28.87,47.71,32.13,37.63
29.08,29.08,44.40,31.58,34.51
29.00,29.00,42.11,34.52,35.98
29.53,29.53,41.55,34.04,35.83
29.44,29.44,40.20,34.81,36.50
30.61,30.61,40.24,33.68,35.83
32.27,32.27,39.39,32.73,35.40
33.30,33.30,39.27,30.99,35.81
32.17,32.17,37.26,30.27,33.36
32.60,32.60,37.14,27.51,32.83
32.16,32.16,35.93,26.54,31.82
32.41,32.41,34.71,26.39,29.69
33.55,33.55,34.84,25.36,32.82
32.69,32.69,34.33,23.88,31.40
32.49,32.49,34.79,24.24,28.72
34.05,34.05,35.91,26.21,29.55
34.18,34.18,37.63,28.30,27.11
31.26,31.26,37.11,24.66,27.37
31.32,31.32,43.29,23.09,25.24
34.17,34.17,57.03,16.38,27.21
35.68,35.68,56.73,11.51,26.63
33.48,33.48,57.47,13.00,29.25
34.29,34.29,56.29,9.24,25.42
32.95,32.95,56.63,5.79,26.98
33.56,33.56,55.71,8.87,26.59
32.75,32.75,55.26,10.00,27.80
35.13,35.13,55.15,10.73,27.30
31.09,31.09,53.98,6.54,27.03
29.06,29.06,52.82,10.54,26.12
27.13,27.13,52.23,9.31,26.75
27.81,27.81,51.91,11.86,30.14
23.75,23.75,50.58,22.01,34.65
16.53,16.53,49.49,47.51,46.85
14.04,14.04,59.82,57.75,60.12
12.00,12.00,68.88,65.50,63.90
11.91,11.91,70.47,68.36,63.47
12.40,12.40,73.33,69.21,62.66
15.35,15.35,74.38,69.35,63.88
14.34,14.34,73.28,67.68,63.02
15.02,15.02,72.41,67.88,63.64
14.67,14.67,70.51,69.41,62.88
13.62,13.62,67.79,68.76,62.31
14.26,14.26,67.93,65.88,62.46
